"rat","success","completed","2020-06-24T09:37:43Z","2020-06-24T09:39:26Z"
"unit","success","completed","2020-06-24T09:37:44Z","2020-06-24T09:58:41Z"
"author","success","completed","2020-06-24T09:37:42Z","2020-06-24T09:39:05Z"
"compile","success","completed","2020-06-24T09:37:42Z","2020-06-24T09:46:32Z"
"findbugs","success","completed","2020-06-24T09:37:43Z","2020-06-24T09:44:49Z"
"checkstyle","success","completed","2020-06-24T09:37:45Z","2020-06-24T09:41:01Z"
"integration (client)","success","completed","2020-06-24T09:46:45Z","2020-06-24T10:37:05Z"
"integration (filesystem)","success","completed","2020-06-24T09:46:48Z","2020-06-24T10:14:18Z"
"integration (filesystem-contract)","success","completed","2020-06-24T09:46:47Z","2020-06-24T10:06:18Z"
"integration (freon)","success","completed","2020-06-24T09:46:46Z","2020-06-24T10:00:18Z"
"integration (hdds-om)","success","completed","2020-06-24T09:46:48Z","2020-06-24T10:23:35Z"
"integration (ozone)","success","completed","2020-06-24T09:46:46Z","2020-06-24T10:12:18Z"
"acceptance","success","completed","2020-06-24T09:46:46Z","2020-06-24T10:49:15Z"
"coverage","success","completed","2020-06-24T10:47:30Z","2020-06-24T11:08:45Z"
"author","success","completed","2020-06-24T18:31:46Z","2020-06-24T18:33:25Z"
"rat","success","completed","2020-06-24T18:31:46Z","2020-06-24T18:33:39Z"
"unit","success","completed","2020-06-24T18:31:45Z","2020-06-24T18:52:21Z"
"compile","success","completed","2020-06-24T18:31:45Z","2020-06-24T18:41:15Z"
"checkstyle","success","completed","2020-06-24T18:31:45Z","2020-06-24T18:35:39Z"
"findbugs","success","completed","2020-06-24T18:31:44Z","2020-06-24T18:40:21Z"
"integration (client)","success","completed","2020-06-24T18:41:28Z","2020-06-24T19:34:35Z"
"integration (filesystem)","success","completed","2020-06-24T18:41:28Z","2020-06-24T19:08:17Z"
"integration (filesystem-contract)","success","completed","2020-06-24T18:41:33Z","2020-06-24T19:01:53Z"
"integration (freon)","success","completed","2020-06-24T18:41:30Z","2020-06-24T18:53:54Z"
"integration (hdds-om)","success","completed","2020-06-24T18:41:28Z","2020-06-24T19:19:54Z"
"integration (ozone)","failure","completed","2020-06-24T18:41:28Z","2020-06-24T19:10:24Z"
"acceptance","failure","completed","2020-06-24T18:42:15Z","2020-06-24T19:48:54Z"
"coverage","skipped","completed","2020-06-24T19:49:01Z","2020-06-24T19:49:01Z"
"compile","success","completed","2020-06-24T18:30:35Z","2020-06-24T18:40:03Z"
"author","success","completed","2020-06-24T18:30:36Z","2020-06-24T18:32:46Z"
"unit","success","completed","2020-06-24T18:30:35Z","2020-06-24T18:51:40Z"
"rat","success","completed","2020-06-24T18:30:35Z","2020-06-24T18:32:13Z"
"checkstyle","success","completed","2020-06-24T18:30:36Z","2020-06-24T18:33:54Z"
"findbugs","success","completed","2020-06-24T18:30:35Z","2020-06-24T18:38:04Z"
"acceptance","success","completed","2020-06-24T18:40:16Z","2020-06-24T19:49:50Z"
"integration (client)","success","completed","2020-06-24T18:40:16Z","2020-06-24T19:33:09Z"
"integration (filesystem)","success","completed","2020-06-24T18:40:16Z","2020-06-24T19:06:15Z"
"integration (filesystem-contract)","success","completed","2020-06-24T18:40:15Z","2020-06-24T18:59:13Z"
"integration (freon)","success","completed","2020-06-24T18:40:17Z","2020-06-24T18:54:16Z"
"integration (hdds-om)","success","completed","2020-06-24T18:40:16Z","2020-06-24T19:17:49Z"
"integration (ozone)","success","completed","2020-06-24T18:40:16Z","2020-06-24T19:07:50Z"
"coverage","success","completed","2020-06-24T19:40:27Z","2020-06-24T20:03:11Z"
"unit","failure","completed","2020-06-24T00:34:02Z","2020-06-24T00:50:28Z"
"author","success","completed","2020-06-24T00:34:03Z","2020-06-24T00:35:43Z"
"compile","success","completed","2020-06-24T00:34:03Z","2020-06-24T00:43:41Z"
"rat","success","completed","2020-06-24T00:34:03Z","2020-06-24T00:35:51Z"
"checkstyle","success","completed","2020-06-24T00:34:03Z","2020-06-24T00:37:17Z"
"findbugs","success","completed","2020-06-24T00:34:03Z","2020-06-24T00:41:41Z"
"acceptance","failure","completed","2020-06-24T00:43:52Z","2020-06-24T01:46:18Z"
"integration (client)","failure","completed","2020-06-24T00:43:54Z","2020-06-24T01:38:54Z"
"integration (filesystem)","success","completed","2020-06-24T00:43:53Z","2020-06-24T01:09:39Z"
"integration (filesystem-contract)","success","completed","2020-06-24T00:43:54Z","2020-06-24T01:03:39Z"
"integration (freon)","success","completed","2020-06-24T00:43:54Z","2020-06-24T00:55:11Z"
"integration (hdds-om)","success","completed","2020-06-24T00:43:55Z","2020-06-24T01:21:18Z"
"integration (ozone)","success","completed","2020-06-24T00:43:52Z","2020-06-24T01:09:37Z"
"coverage","skipped","completed","2020-06-24T01:46:25Z","2020-06-24T01:46:25Z"
"compile","success","completed","2020-06-24T13:03:10Z","2020-06-24T13:13:09Z"
"author","success","completed","2020-06-24T13:03:09Z","2020-06-24T13:04:43Z"
"rat","success","completed","2020-06-24T13:03:13Z","2020-06-24T13:04:46Z"
"checkstyle","success","completed","2020-06-24T13:03:10Z","2020-06-24T13:06:33Z"
"unit","success","completed","2020-06-24T13:03:13Z","2020-06-24T13:24:51Z"
"findbugs","success","completed","2020-06-24T13:03:13Z","2020-06-24T13:11:11Z"
"acceptance","success","completed","2020-06-24T13:13:22Z","2020-06-24T14:20:25Z"
"integration (client)","success","completed","2020-06-24T13:13:23Z","2020-06-24T14:05:20Z"
"integration (filesystem)","success","completed","2020-06-24T13:13:22Z","2020-06-24T13:39:39Z"
"integration (filesystem-contract)","success","completed","2020-06-24T13:13:22Z","2020-06-24T13:33:07Z"
"integration (freon)","success","completed","2020-06-24T13:13:21Z","2020-06-24T13:25:41Z"
"integration (hdds-om)","success","completed","2020-06-24T13:13:23Z","2020-06-24T13:50:20Z"
"integration (ozone)","success","completed","2020-06-24T13:13:23Z","2020-06-24T13:39:44Z"
"coverage","failure","completed","2020-06-24T14:13:33Z","2020-06-24T14:32:13Z"
"author","success","completed","2020-06-24T12:33:55Z","2020-06-24T12:35:33Z"
"compile","success","completed","2020-06-24T12:33:55Z","2020-06-24T12:44:19Z"
"findbugs","success","completed","2020-06-24T12:33:55Z","2020-06-24T12:41:34Z"
"rat","success","completed","2020-06-24T12:33:56Z","2020-06-24T12:35:50Z"
"checkstyle","success","completed","2020-06-24T12:33:55Z","2020-06-24T12:37:26Z"
"unit","success","completed","2020-06-24T12:33:54Z","2020-06-24T12:56:59Z"
"acceptance","success","completed","2020-06-24T12:44:31Z","2020-06-24T13:45:13Z"
"integration (client)","success","completed","2020-06-24T12:44:32Z","2020-06-24T13:34:35Z"
"integration (filesystem)","success","completed","2020-06-24T12:44:32Z","2020-06-24T13:11:52Z"
"integration (filesystem-contract)","success","completed","2020-06-24T12:44:35Z","2020-06-24T13:03:21Z"
"integration (freon)","success","completed","2020-06-24T12:45:18Z","2020-06-24T12:57:56Z"
"integration (hdds-om)","success","completed","2020-06-24T12:44:32Z","2020-06-24T13:20:24Z"
"integration (ozone)","success","completed","2020-06-24T12:44:33Z","2020-06-24T13:10:50Z"
"coverage","success","completed","2020-06-24T13:44:41Z","2020-06-24T14:07:06Z"
"author","success","completed","2020-06-24T15:48:35Z","2020-06-24T15:50:13Z"
"rat","success","completed","2020-06-24T15:48:35Z","2020-06-24T15:50:23Z"
"unit","success","completed","2020-06-24T15:48:35Z","2020-06-24T16:10:45Z"
"compile","success","completed","2020-06-24T15:48:36Z","2020-06-24T15:58:24Z"
"findbugs","success","completed","2020-06-24T15:48:35Z","2020-06-24T15:56:32Z"
"checkstyle","success","completed","2020-06-24T15:48:36Z","2020-06-24T15:52:07Z"
"integration (client)","success","completed","2020-06-24T15:58:36Z","2020-06-24T16:54:18Z"
"integration (filesystem)","success","completed","2020-06-24T15:58:35Z","2020-06-24T16:24:53Z"
"integration (filesystem-contract)","success","completed","2020-06-24T15:58:39Z","2020-06-24T16:20:36Z"
"integration (freon)","success","completed","2020-06-24T15:58:38Z","2020-06-24T16:11:41Z"
"integration (hdds-om)","success","completed","2020-06-24T15:58:36Z","2020-06-24T16:34:48Z"
"integration (ozone)","success","completed","2020-06-24T15:58:39Z","2020-06-24T16:27:35Z"
"acceptance","success","completed","2020-06-24T15:58:36Z","2020-06-24T17:04:40Z"
"coverage","success","completed","2020-06-24T16:58:46Z","2020-06-24T17:19:47Z"
"compile","success","completed","2020-06-24T00:14:22Z","2020-06-24T00:23:39Z"
"author","success","completed","2020-06-24T00:14:23Z","2020-06-24T00:16:00Z"
"checkstyle","success","completed","2020-06-24T00:14:24Z","2020-06-24T00:17:53Z"
"findbugs","success","completed","2020-06-24T00:14:23Z","2020-06-24T00:22:08Z"
"rat","success","completed","2020-06-24T00:14:23Z","2020-06-24T00:15:57Z"
"unit","success","completed","2020-06-24T00:14:23Z","2020-06-24T00:33:57Z"
"integration (client)","success","completed","2020-06-24T00:23:53Z","2020-06-24T01:14:17Z"
"integration (filesystem)","success","completed","2020-06-24T00:23:53Z","2020-06-24T00:52:10Z"
"integration (filesystem-contract)","success","completed","2020-06-24T00:23:53Z","2020-06-24T00:44:11Z"
"integration (freon)","success","completed","2020-06-24T00:23:53Z","2020-06-24T00:35:08Z"
"integration (hdds-om)","success","completed","2020-06-24T00:23:53Z","2020-06-24T01:00:53Z"
"integration (ozone)","success","completed","2020-06-24T00:23:52Z","2020-06-24T00:48:54Z"
"acceptance","success","completed","2020-06-24T00:23:53Z","2020-06-24T01:23:41Z"
"coverage","success","completed","2020-06-24T01:24:02Z","2020-06-24T01:42:32Z"
"compile","success","completed","2020-06-24T14:33:51Z","2020-06-24T14:44:01Z"
"checkstyle","success","completed","2020-06-24T14:33:51Z","2020-06-24T14:37:23Z"
"findbugs","success","completed","2020-06-24T14:33:51Z","2020-06-24T14:40:52Z"
"author","success","completed","2020-06-24T14:33:53Z","2020-06-24T14:35:30Z"
"rat","success","completed","2020-06-24T14:33:55Z","2020-06-24T14:35:27Z"
"unit","success","completed","2020-06-24T14:33:52Z","2020-06-24T14:55:06Z"
"integration (client)","success","completed","2020-06-24T14:44:16Z","2020-06-24T15:32:38Z"
"integration (filesystem)","success","completed","2020-06-24T14:44:16Z","2020-06-24T15:10:55Z"
"integration (filesystem-contract)","success","completed","2020-06-24T14:44:14Z","2020-06-24T15:04:38Z"
"integration (freon)","success","completed","2020-06-24T14:44:16Z","2020-06-24T14:56:12Z"
"integration (hdds-om)","success","completed","2020-06-24T14:44:17Z","2020-06-24T15:21:26Z"
"integration (ozone)","success","completed","2020-06-24T14:44:15Z","2020-06-24T15:11:40Z"
"acceptance","success","completed","2020-06-24T14:44:15Z","2020-06-24T15:51:59Z"
"coverage","success","completed","2020-06-24T15:32:54Z","2020-06-24T15:54:20Z"
"checkstyle","success","completed","2020-06-24T16:47:02Z","2020-06-24T16:50:29Z"
"findbugs","success","completed","2020-06-24T16:47:04Z","2020-06-24T16:54:50Z"
"author","success","completed","2020-06-24T16:47:04Z","2020-06-24T16:48:34Z"
"compile","success","completed","2020-06-24T16:47:05Z","2020-06-24T16:57:18Z"
"rat","success","completed","2020-06-24T16:47:04Z","2020-06-24T16:48:53Z"
"unit","success","completed","2020-06-24T16:47:04Z","2020-06-24T17:09:58Z"
"integration (client)","success","completed","2020-06-24T16:57:29Z","2020-06-24T17:52:34Z"
"integration (filesystem)","success","completed","2020-06-24T16:57:30Z","2020-06-24T17:23:47Z"
"integration (filesystem-contract)","success","completed","2020-06-24T16:57:30Z","2020-06-24T17:18:46Z"
"integration (freon)","success","completed","2020-06-24T16:57:29Z","2020-06-24T17:09:54Z"
"integration (hdds-om)","success","completed","2020-06-24T16:57:31Z","2020-06-24T17:33:48Z"
"integration (ozone)","failure","completed","2020-06-24T16:57:31Z","2020-06-24T17:23:58Z"
"acceptance","success","completed","2020-06-24T16:57:30Z","2020-06-24T18:01:54Z"
"coverage","skipped","completed","2020-06-24T18:02:02Z","2020-06-24T18:02:02Z"
"unit","success","completed","2020-06-24T15:46:09Z","2020-06-24T16:07:47Z"
"compile","success","completed","2020-06-24T15:46:08Z","2020-06-24T15:55:42Z"
"rat","success","completed","2020-06-24T15:46:07Z","2020-06-24T15:47:51Z"
"author","success","completed","2020-06-24T15:46:08Z","2020-06-24T15:47:48Z"
"findbugs","success","completed","2020-06-24T15:46:09Z","2020-06-24T15:54:02Z"
"checkstyle","success","completed","2020-06-24T15:46:10Z","2020-06-24T15:49:36Z"
"acceptance","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:55:45Z"
"integration (client)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:47:23Z"
"integration (filesystem)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:23:14Z"
"integration (filesystem-contract)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:16:12Z"
"integration (freon)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:08:52Z"
"integration (hdds-om)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:31:35Z"
"integration (ozone)","success","completed","2020-06-24T15:55:55Z","2020-06-24T16:22:57Z"
"coverage","success","completed","2020-06-24T16:56:07Z","2020-06-24T17:19:09Z"
"author","success","completed","2020-06-17T06:02:02Z","2020-06-17T06:03:59Z"
"unit","success","completed","2020-06-17T06:02:03Z","2020-06-17T06:22:22Z"
"compile","success","completed","2020-06-17T06:02:02Z","2020-06-17T06:11:26Z"
"rat","success","completed","2020-06-17T06:02:02Z","2020-06-17T06:04:02Z"
"checkstyle","success","completed","2020-06-17T06:02:03Z","2020-06-17T06:05:43Z"
"findbugs","success","completed","2020-06-17T06:02:03Z","2020-06-17T06:26:16Z"
"integration (client)","success","completed","2020-06-17T06:11:38Z","2020-06-17T07:02:06Z"
"integration (filesystem)","success","completed","2020-06-17T06:11:38Z","2020-06-17T06:38:31Z"
"integration (filesystem-contract)","success","completed","2020-06-17T06:11:38Z","2020-06-17T06:30:47Z"
"integration (freon)","success","completed","2020-06-17T06:11:38Z","2020-06-17T06:24:36Z"
"integration (hdds-om)","success","completed","2020-06-17T06:11:38Z","2020-06-17T06:48:03Z"
"integration (ozone)","failure","completed","2020-06-17T06:11:39Z","2020-06-17T06:38:29Z"
"acceptance","success","completed","2020-06-17T06:11:37Z","2020-06-17T07:14:42Z"
"coverage","skipped","completed","2020-06-17T07:14:59Z","2020-06-17T07:14:59Z"
"rat","success","completed","2020-06-17T12:55:13Z","2020-06-17T12:57:13Z"
"author","success","completed","2020-06-17T12:55:27Z","2020-06-17T12:57:24Z"
"compile","success","completed","2020-06-17T12:55:21Z","2020-06-17T13:21:03Z"
"unit","success","completed","2020-06-17T12:55:29Z","2020-06-17T13:22:25Z"
"findbugs","success","completed","2020-06-17T12:55:24Z","2020-06-17T13:02:02Z"
"checkstyle","success","completed","2020-06-17T12:55:31Z","2020-06-17T12:59:31Z"
"integration (client)","success","completed","2020-06-17T13:21:18Z","2020-06-17T14:09:10Z"
"integration (filesystem)","success","completed","2020-06-17T13:21:19Z","2020-06-17T13:48:55Z"
"integration (filesystem-contract)","success","completed","2020-06-17T13:21:19Z","2020-06-17T13:42:01Z"
"integration (freon)","success","completed","2020-06-17T13:21:19Z","2020-06-17T13:33:42Z"
"integration (hdds-om)","success","completed","2020-06-17T13:21:20Z","2020-06-17T13:58:00Z"
"integration (ozone)","success","completed","2020-06-17T13:21:19Z","2020-06-17T13:47:48Z"
"acceptance","success","completed","2020-06-17T13:21:19Z","2020-06-17T14:45:43Z"
"coverage","success","completed","2020-06-17T14:09:23Z","2020-06-17T14:30:31Z"
"rat","success","completed","2020-06-17T15:51:40Z","2020-06-17T15:53:37Z"
"findbugs","success","completed","2020-06-17T15:51:43Z","2020-06-17T15:59:53Z"
"author","success","completed","2020-06-17T15:51:39Z","2020-06-17T15:53:28Z"
"compile","success","completed","2020-06-17T15:51:42Z","2020-06-17T16:00:47Z"
"unit","success","completed","2020-06-17T15:51:42Z","2020-06-17T16:20:03Z"
"checkstyle","success","completed","2020-06-17T15:51:41Z","2020-06-17T15:55:30Z"
"integration (client)","success","completed","2020-06-17T16:01:11Z","2020-06-17T16:49:58Z"
"integration (filesystem)","success","completed","2020-06-17T16:01:43Z","2020-06-17T16:29:09Z"
"integration (filesystem-contract)","success","completed","2020-06-17T16:01:11Z","2020-06-17T16:21:51Z"
"integration (freon)","success","completed","2020-06-17T16:02:05Z","2020-06-17T16:14:54Z"
"integration (hdds-om)","success","completed","2020-06-17T16:01:03Z","2020-06-17T16:37:53Z"
"integration (ozone)","success","completed","2020-06-17T16:01:03Z","2020-06-17T16:26:55Z"
"acceptance","success","completed","2020-06-17T16:01:11Z","2020-06-17T17:23:35Z"
"coverage","success","completed","2020-06-17T16:50:15Z","2020-06-17T17:14:24Z"
"author","success","completed","2020-06-17T13:01:32Z","2020-06-17T13:03:20Z"
"compile","success","completed","2020-06-17T13:00:51Z","2020-06-17T13:26:11Z"
"findbugs","success","completed","2020-06-17T13:00:06Z","2020-06-17T13:23:46Z"
"checkstyle","success","completed","2020-06-17T13:00:57Z","2020-06-17T13:05:13Z"
"rat","success","completed","2020-06-17T13:00:58Z","2020-06-17T13:03:03Z"
"unit","success","completed","2020-06-17T13:01:02Z","2020-06-17T13:30:42Z"
"acceptance","success","completed","2020-06-17T13:26:24Z","2020-06-17T14:41:34Z"
"integration (client)","success","completed","2020-06-17T13:26:22Z","2020-06-17T14:16:12Z"
"integration (filesystem)","success","completed","2020-06-17T13:26:24Z","2020-06-17T13:54:17Z"
"integration (filesystem-contract)","success","completed","2020-06-17T13:26:24Z","2020-06-17T13:47:21Z"
"integration (freon)","success","completed","2020-06-17T13:26:24Z","2020-06-17T13:40:26Z"
"integration (hdds-om)","success","completed","2020-06-17T13:26:24Z","2020-06-17T14:02:33Z"
"integration (ozone)","success","completed","2020-06-17T13:26:25Z","2020-06-17T13:53:39Z"
"coverage","success","completed","2020-06-17T14:16:27Z","2020-06-17T14:37:03Z"
"rat","success","completed","2020-06-22T03:23:22Z","2020-06-22T03:25:07Z"
"unit","success","completed","2020-06-22T03:23:22Z","2020-06-22T03:44:32Z"
"author","success","completed","2020-06-22T03:23:23Z","2020-06-22T03:24:57Z"
"compile","success","completed","2020-06-22T03:23:23Z","2020-06-22T03:32:24Z"
"findbugs","success","completed","2020-06-22T03:23:22Z","2020-06-22T03:30:52Z"
"checkstyle","success","completed","2020-06-22T03:23:23Z","2020-06-22T03:27:30Z"
"acceptance","success","completed","2020-06-22T03:43:36Z","2020-06-22T04:40:13Z"
"integration (client)","success","completed","2020-06-22T03:43:26Z","2020-06-22T04:36:12Z"
"integration (filesystem)","success","completed","2020-06-22T03:43:37Z","2020-06-22T04:10:18Z"
"integration (filesystem-contract)","success","completed","2020-06-22T03:43:38Z","2020-06-22T04:02:14Z"
"integration (freon)","success","completed","2020-06-22T03:43:37Z","2020-06-22T03:55:27Z"
"integration (hdds-om)","success","completed","2020-06-22T03:43:39Z","2020-06-22T04:19:33Z"
"integration (ozone)","success","completed","2020-06-22T03:43:53Z","2020-06-22T04:10:04Z"
"coverage","success","completed","2020-06-22T04:43:33Z","2020-06-22T05:06:38Z"
"author","success","completed","2020-06-22T12:34:04Z","2020-06-22T12:35:52Z"
"findbugs","success","completed","2020-06-22T12:34:25Z","2020-06-22T12:42:14Z"
"checkstyle","success","completed","2020-06-22T12:34:10Z","2020-06-22T12:37:09Z"
"compile","success","completed","2020-06-22T12:34:28Z","2020-06-22T12:44:39Z"
"unit","success","completed","2020-06-22T12:34:34Z","2020-06-22T12:58:28Z"
"rat","success","completed","2020-06-22T12:34:43Z","2020-06-22T12:36:17Z"
"integration (client)","success","completed","2020-06-22T12:44:52Z","2020-06-22T13:37:46Z"
"integration (filesystem)","success","completed","2020-06-22T12:44:52Z","2020-06-22T13:11:30Z"
"integration (filesystem-contract)","success","completed","2020-06-22T12:44:52Z","2020-06-22T13:05:05Z"
"integration (freon)","success","completed","2020-06-22T12:44:52Z","2020-06-22T12:55:31Z"
"integration (hdds-om)","success","completed","2020-06-22T12:44:52Z","2020-06-22T13:21:28Z"
"integration (ozone)","success","completed","2020-06-22T12:44:54Z","2020-06-22T13:11:14Z"
"acceptance","success","completed","2020-06-22T12:44:53Z","2020-06-22T13:52:27Z"
"coverage","success","completed","2020-06-22T13:45:03Z","2020-06-22T14:07:03Z"
"author","success","completed","2020-06-22T06:32:01Z","2020-06-22T06:34:12Z"
"rat","success","completed","2020-06-22T06:32:02Z","2020-06-22T06:33:47Z"
"unit","failure","completed","2020-06-22T06:32:01Z","2020-06-22T06:40:06Z"
"compile","success","completed","2020-06-22T06:32:01Z","2020-06-22T06:40:54Z"
"findbugs","success","completed","2020-06-22T06:32:02Z","2020-06-22T06:39:42Z"
"checkstyle","success","completed","2020-06-22T06:32:01Z","2020-06-22T06:35:18Z"
"integration (client)","failure","completed","2020-06-22T06:41:05Z","2020-06-22T07:32:45Z"
"integration (filesystem)","success","completed","2020-06-22T06:41:05Z","2020-06-22T07:07:34Z"
"integration (filesystem-contract)","success","completed","2020-06-22T06:41:06Z","2020-06-22T07:02:09Z"
"integration (freon)","success","completed","2020-06-22T06:41:07Z","2020-06-22T06:58:35Z"
"integration (hdds-om)","success","completed","2020-06-22T06:41:08Z","2020-06-22T07:18:30Z"
"integration (ozone)","success","completed","2020-06-22T06:41:06Z","2020-06-22T07:08:03Z"
"acceptance","success","completed","2020-06-22T06:41:06Z","2020-06-22T07:47:52Z"
"coverage","skipped","completed","2020-06-22T07:48:00Z","2020-06-22T07:48:00Z"
"rat","success","completed","2020-06-22T07:10:19Z","2020-06-22T07:12:03Z"
"compile","success","completed","2020-06-22T07:10:20Z","2020-06-22T07:19:44Z"
"author","success","completed","2020-06-22T07:10:17Z","2020-06-22T07:11:51Z"
"unit","failure","completed","2020-06-22T07:10:19Z","2020-06-22T07:13:44Z"
"findbugs","success","completed","2020-06-22T07:10:17Z","2020-06-22T07:18:56Z"
"checkstyle","success","completed","2020-06-22T07:10:19Z","2020-06-22T07:13:35Z"
"integration (client)","success","completed","2020-06-22T07:19:57Z","2020-06-22T08:13:34Z"
"integration (filesystem)","success","completed","2020-06-22T07:19:56Z","2020-06-22T07:46:16Z"
"integration (filesystem-contract)","success","completed","2020-06-22T07:19:57Z","2020-06-22T07:39:21Z"
"integration (freon)","success","completed","2020-06-22T07:21:02Z","2020-06-22T07:32:14Z"
"integration (hdds-om)","success","completed","2020-06-22T07:20:02Z","2020-06-22T07:56:24Z"
"integration (ozone)","success","completed","2020-06-22T07:19:57Z","2020-06-22T07:46:16Z"
"acceptance","success","completed","2020-06-22T07:19:57Z","2020-06-22T08:31:30Z"
"coverage","skipped","completed","2020-06-22T08:31:37Z","2020-06-22T08:31:37Z"
"rat","success","completed","2020-06-22T00:33:48Z","2020-06-22T00:35:26Z"
"compile","success","completed","2020-06-22T00:33:47Z","2020-06-22T00:43:14Z"
"unit","success","completed","2020-06-22T00:33:49Z","2020-06-22T00:54:28Z"
"author","success","completed","2020-06-22T00:33:47Z","2020-06-22T00:35:25Z"
"checkstyle","success","completed","2020-06-22T00:33:48Z","2020-06-22T00:37:07Z"
"findbugs","success","completed","2020-06-22T00:33:48Z","2020-06-22T00:41:43Z"
"integration (client)","success","completed","2020-06-22T00:43:27Z","2020-06-22T01:35:04Z"
"integration (filesystem)","success","completed","2020-06-22T00:43:28Z","2020-06-22T01:10:07Z"
"integration (filesystem-contract)","success","completed","2020-06-22T00:43:28Z","2020-06-22T01:03:15Z"
"integration (freon)","success","completed","2020-06-22T00:43:26Z","2020-06-22T00:55:18Z"
"integration (hdds-om)","success","completed","2020-06-22T00:43:27Z","2020-06-22T01:20:57Z"
"integration (ozone)","success","completed","2020-06-22T00:43:27Z","2020-06-22T01:09:42Z"
"acceptance","success","completed","2020-06-22T00:43:27Z","2020-06-22T01:47:13Z"
"coverage","failure","completed","2020-06-22T01:43:35Z","2020-06-22T02:05:48Z"
"rat","success","completed","2020-06-22T10:53:10Z","2020-06-22T10:54:56Z"
"compile","success","completed","2020-06-22T10:53:10Z","2020-06-22T11:03:04Z"
"author","success","completed","2020-06-22T10:53:09Z","2020-06-22T10:54:31Z"
"checkstyle","success","completed","2020-06-22T10:53:10Z","2020-06-22T10:56:46Z"
"findbugs","success","completed","2020-06-22T10:53:10Z","2020-06-22T11:00:57Z"
"unit","success","completed","2020-06-22T10:53:13Z","2020-06-22T11:15:01Z"
"acceptance","success","completed","2020-06-22T11:03:17Z","2020-06-22T12:07:53Z"
"integration (client)","success","completed","2020-06-22T11:03:17Z","2020-06-22T11:59:36Z"
"integration (filesystem)","success","completed","2020-06-22T11:03:17Z","2020-06-22T11:29:36Z"
"integration (filesystem-contract)","success","completed","2020-06-22T11:03:19Z","2020-06-22T11:25:29Z"
"integration (freon)","success","completed","2020-06-22T11:03:18Z","2020-06-22T11:15:22Z"
"integration (hdds-om)","success","completed","2020-06-22T11:03:18Z","2020-06-22T11:39:16Z"
"integration (ozone)","success","completed","2020-06-22T11:03:17Z","2020-06-22T11:29:56Z"
"coverage","success","completed","2020-06-22T12:03:26Z","2020-06-22T12:28:20Z"
"unit","success","completed","2020-06-22T12:09:05Z","2020-06-22T12:29:00Z"
"author","success","completed","2020-06-22T12:09:04Z","2020-06-22T12:10:40Z"
"compile","success","completed","2020-06-22T12:09:06Z","2020-06-22T12:17:22Z"
