2022-03-08 14:34:29,804 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=REGISTER {datanodeDetails=55f25145-090d-4b3e-bce0-41620cf7f354{ip: 172.25.0.102, host: d2d040228aa0, ports: [REPLICATION=9886, RATIS=9858, RATIS_ADMIN=9857, RATIS_SERVER=9856, STANDALONE=9859], networkLocation: /default-rack, certSerialId: 1033905375953, persistedOpState: null, persistedOpStateExpiryEpochSec: 0}} | ret=SUCCESS |  
2022-03-08 14:34:44,425 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:34:45,224 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:34:46,056 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:34:49,527 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:01,950 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:02,177 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:05,451 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:05,489 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:07,041 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:07,360 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:19,576 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:30,257 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:30,294 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:30,623 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:51,278 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:51,298 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:35:51,300 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:21,114 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:21,296 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:21,375 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:51,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:51,232 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:36:51,257 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:21,202 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:21,256 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:21,257 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:51,150 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:51,181 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:37:51,225 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:21,166 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:21,186 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:21,248 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:51,191 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:51,215 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:38:51,232 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:21,142 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:21,167 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:21,198 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:51,087 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:51,120 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:39:51,301 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:21,128 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:21,149 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:21,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:51,149 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:51,178 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:40:51,207 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:21,186 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:21,192 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:21,236 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:51,128 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:51,198 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:41:51,217 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:21,118 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:21,202 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:21,223 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:51,088 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:51,115 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:42:51,172 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:21,155 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:21,169 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:21,181 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:51,133 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:51,256 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:43:51,284 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:21,210 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:21,319 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:21,326 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:51,212 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:51,223 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:44:51,256 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:21,146 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:21,182 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:21,184 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:51,127 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:51,158 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:45:51,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:21,144 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:21,165 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:21,185 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:51,190 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:51,206 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:46:51,220 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:21,064 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:21,168 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:21,174 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:51,145 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:51,166 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:47:51,189 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:21,125 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:21,159 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:21,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:51,140 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.103 | op=SEND_HEARTBEAT {datanodeUUID=15dd677c-4594-4f63-abc0-76d0cd7f7e54, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:51,171 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.102 | op=SEND_HEARTBEAT {datanodeUUID=55f25145-090d-4b3e-bce0-41620cf7f354, command=[]} | ret=SUCCESS |  
2022-03-08 14:48:51,188 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
2022-03-08 14:49:21,137 | INFO  | SCMAudit | user=dn/dn@EXAMPLE.COM | ip=172.25.0.104 | op=SEND_HEARTBEAT {datanodeUUID=7fc38863-a126-4eda-8961-004863a83209, command=[]} | ret=SUCCESS |  
