No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
2022-09-29 13:26:49 INFO  StorageContainerManagerStarter:112 - STARTUP_MSG: 
2022-09-29 13:26:50 INFO  SCMHANodeDetails:214 - ozone.scm.default.service.id is not defined, falling back to ozone.scm.service.ids to find serviceID for StorageContainerManager if it is HA enabled cluster
2022-09-29 13:26:51 INFO  RaftServer:46 - raft.rpc.type = GRPC (default)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.admin.port = -1 (default)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.client.port = -1 (default)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-09-29 13:26:52 INFO  GrpcService:46 - raft.grpc.message.size.max = 32m (=33554432) (custom)
2022-09-29 13:26:52 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2022-09-29 13:26:52 INFO  GrpcService:46 - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2022-09-29 13:26:52 INFO  RaftServerConfigKeys:46 - raft.server.rpc.request.timeout = 30000ms (custom)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.server.async.request.thread.pool.cached = true (default)
2022-09-29 13:26:52 INFO  GrpcConfigKeys:46 - raft.grpc.server.async.request.thread.pool.size = 32 (default)
2022-09-29 13:26:54 INFO  DataStreamServerImpl:46 - raft.datastream.type = DISABLED (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.proxy.cached = true (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.proxy.size = 0 (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.rpc.slowness.timeout = 120000ms (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.leader.step-down.wait-time = 10s (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.storage.dir = [/data/metadata/scm-ha] (custom)
2022-09-29 13:26:54 INFO  RaftServer:96 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: addNew group-1D7CB8562BB1:[f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|priority:0] returns group-1D7CB8562BB1:java.util.concurrent.CompletableFuture@21d8bcbe[Not completed]
2022-09-29 13:26:54 INFO  RaftServer$Division:190 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: new RaftServerImpl for group-1D7CB8562BB1:[f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|priority:0] with SCMStateMachine:uninitialized
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.rpc.timeout.min = 5000ms (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.rpc.timeout.max = 5200ms (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.rpc.sleep.time = 25ms (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.rpc.slowness.timeout = 120000ms (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.leader.step-down.wait-time = 10s (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.sleep.deviation.threshold = 300ms (default)
2022-09-29 13:26:54 INFO  RaftServer$Division:107 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: ConfigurationManager, init=-1: [f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|priority:0], old=null, confs=<EMPTY_MAP>
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.storage.dir = [/data/metadata/scm-ha] (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.log.corruption.policy = EXCEPTION (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.storage.free-space.min = 0MB (=0) (default)
2022-09-29 13:26:54 INFO  RaftStorageDirectory:135 - The storage directory /data/metadata/scm-ha/13abdb17-570b-488c-b052-1d7cb8562bb1 does not exist. Creating ...
2022-09-29 13:26:54 INFO  RaftStorageDirectory:230 - Lock on /data/metadata/scm-ha/13abdb17-570b-488c-b052-1d7cb8562bb1/in_use.lock acquired by nodename 6@scm-0
2022-09-29 13:26:54 INFO  RaftStorage:89 - Storage directory /data/metadata/scm-ha/13abdb17-570b-488c-b052-1d7cb8562bb1 has been successfully formatted.
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.notification.no-leader.timeout = 60s (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.log.use.memory = false (default)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.log.purge.gap = 1000000 (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2022-09-29 13:26:54 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.read.timeout = 1000ms (default)
2022-09-29 13:26:54 INFO  MetricRegistries:64 - Loaded MetricRegistries class org.apache.ratis.metrics.impl.MetricRegistriesImpl
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.size.max = 4194304 (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.cache.num.max = 2 (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.cache.size.max = 200MB (=209715200) (default)
2022-09-29 13:26:55 INFO  SegmentedRaftLogWorker:187 - new f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker for RaftStorageImpl:Storage Directory /data/metadata/scm-ha/13abdb17-570b-488c-b052-1d7cb8562bb1
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.queue.byte-limit = 64MB (=67108864) (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.queue.element-limit = 4096 (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.size.max = 4194304 (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.preallocated.size = 4194304 (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.force.sync.num = 128 (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync = true (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync.timeout = 10s (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync.timeout.retry = -1 (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.write.buffer.size = 64KB (=65536) (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.unsafe-flush.enabled = false (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.caching.enabled = false (default)
2022-09-29 13:26:55 INFO  SegmentedRaftLogWorker:135 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker: flushIndex: setUnconditionally 0 -> -1
2022-09-29 13:26:55 INFO  SegmentedRaftLogWorker:135 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker: safeCacheEvictIndex: setUnconditionally 0 -> -1
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.auto.trigger.enabled = true (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.auto.trigger.threshold = 1000 (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.retention.file.num = -1 (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.purge.upto.snapshot.index = false (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.retrycache.expirytime = 60000ms (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.retrycache.statistics.expirytime = 100?s (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.install.snapshot.enabled = false (custom)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.server.cached = true (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.server.size = 0 (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.client.cached = true (default)
2022-09-29 13:26:55 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.client.size = 0 (default)
2022-09-29 13:26:56 INFO  RaftServer$Division:310 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: start as a follower, conf=-1: [f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|priority:0], old=null
2022-09-29 13:26:56 INFO  RaftServer$Division:299 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: changes role from      null to FOLLOWER at term 0 for startAsFollower
2022-09-29 13:26:56 INFO  RoleInfo:139 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: start f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-FollowerState
2022-09-29 13:26:56 INFO  JmxRegister:44 - Successfully registered JMX Bean with object name Ratis:service=RaftServer,group=group-1D7CB8562BB1,id=f78463d1-3c3b-43de-a913-46c28e5c0a2f
2022-09-29 13:26:56 INFO  RaftServer:382 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: start RPC server
2022-09-29 13:26:56 INFO  GrpcService:260 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: GrpcService started, listening on 9894
2022-09-29 13:26:56 INFO  JvmPauseMonitor:103 - JvmPauseMonitor-f78463d1-3c3b-43de-a913-46c28e5c0a2f: Started
2022-09-29 13:27:01 INFO  FollowerState:143 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5135887527ns, electionTimeout:5093ms
2022-09-29 13:27:01 INFO  RoleInfo:110 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: shutdown f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-FollowerState
2022-09-29 13:27:01 INFO  RaftServer$Division:299 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.pre-vote = false (custom)
2022-09-29 13:27:01 INFO  RoleInfo:139 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: start f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderElection1
2022-09-29 13:27:01 INFO  LeaderElection:310 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderElection1 ELECTION round 0: submit vote requests at term 1 for -1: [f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|priority:0], old=null
2022-09-29 13:27:01 INFO  LeaderElection:312 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderElection1 ELECTION round 0: result PASSED (term=1)
2022-09-29 13:27:01 INFO  RoleInfo:130 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: shutdown f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderElection1
2022-09-29 13:27:01 INFO  RaftServer$Division:299 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: changes role from CANDIDATE to LEADER at term 1 for changeToLeader
2022-09-29 13:27:01 INFO  RaftServer$Division:287 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: change Leader from null to f78463d1-3c3b-43de-a913-46c28e5c0a2f at term 1 for becomeLeader, leader elected after 6788ms
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.staging.catchup.gap = 1000 (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.write.element-limit = 4096 (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.write.byte-limit = 64MB (=67108864) (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.watch.timeout = 10s (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.watch.timeout.denomination = 1s (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.watch.element-limit = 65536 (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.write.element-limit = 4096 (default)
2022-09-29 13:27:01 INFO  RaftServerConfigKeys:46 - raft.server.write.follower.gap.ratio.max = -1.0 (default)
2022-09-29 13:27:01 INFO  RoleInfo:139 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: start f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderStateImpl
2022-09-29 13:27:01 INFO  SegmentedRaftLogWorker:425 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker: Starting segment from index:0
2022-09-29 13:27:02 INFO  RaftServer$Division:393 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: set configuration 0: [f78463d1-3c3b-43de-a913-46c28e5c0a2f|rpc:scm-0:9894|admin:|client:|dataStream:|priority:0], old=null
2022-09-29 13:27:02 INFO  SegmentedRaftLogWorker:629 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-SegmentedRaftLogWorker: created new log segment /data/metadata/scm-ha/13abdb17-570b-488c-b052-1d7cb8562bb1/current/log_inprogress_0
2022-09-29 13:27:02 INFO  RaftServer:398 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: close
2022-09-29 13:27:02 INFO  RaftServer$Division:434 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1: shutdown
2022-09-29 13:27:02 INFO  JmxRegister:73 - Successfully un-registered JMX Bean with object name Ratis:service=RaftServer,group=group-1D7CB8562BB1,id=f78463d1-3c3b-43de-a913-46c28e5c0a2f
2022-09-29 13:27:02 INFO  RoleInfo:93 - f78463d1-3c3b-43de-a913-46c28e5c0a2f: shutdown f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-LeaderStateImpl
2022-09-29 13:27:02 INFO  PendingRequests:282 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-PendingRequests: sendNotLeaderResponses
2022-09-29 13:27:02 INFO  StateMachineUpdater:287 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-StateMachineUpdater: Took a snapshot at index 0
2022-09-29 13:27:02 INFO  StateMachineUpdater:92 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-StateMachineUpdater: snapshotIndex: updateIncreasingly -1 -> 0
2022-09-29 13:27:02 INFO  StateMachineUpdater:153 - f78463d1-3c3b-43de-a913-46c28e5c0a2f@group-1D7CB8562BB1-StateMachineUpdater: set stopIndex = 0
